ID,Start time,Completion time,Email,Name,Last modified time,Select your year group:,Which AI platforms or tools have you used for schoolwork or homework? (Select all that apply),How often do you use AI tools for academic work?,For which subjects do you most commonly use AI tools? (Select all that apply),How do you typically use AI tools for your schoolwork? (Select all that apply),"When you use AI for homework, do you typically:",How do you feel about using AI tools for schoolwork?,How confident are you in your ability to use AI tools effectively and ethically?,Do you currently declare when you've used AI tools in your homework or assignments?,How aware do you think your teachers are of your AI usage?,"How do you feel about teachers using AI in their teaching, e.g. when preparing resources for lessons?",What support would be most helpful from school regarding AI use? (Select up to 3),Have you ever been unsure whether your use of AI was appropriate for a particular assignment or task?,How did you first learn about using AI tools for schoolwork?,Do you primarily use AI tools on:,Are your parents/guardians aware that you use AI tools for schoolwork?,"What has prevented you from using AI tools more, or what concerns do you have? (Select all that apply)","Is there anything else you'd like us to know about your experience with AI tools, or suggestions for how the school could better support students in this area?"
254,6/18/25 12:33:44,6/18/25 12:39:09,anonymous,,,Year 8,Language translation tools (e.g. Google Translate);,Monthly,Modern Foreign Languages;,checking words in other languages I don't know;,"Use AI only to understand concepts, not create content",Very negative - prefer not to use them,Somewhat confident,Never,Not very aware - they might suspect but don't know details,Very negative ,Subject-specific guidance on appropriate AI use;,I haven't really thought about this,Friends or classmates,I don't currently use AI tools,"Yes, they know but don't have strong opinions",Worried it might be considered cheating;Prefer to do work without AI assistance;Privacy concerns about my data;,be able to figure out when a students is using AI massively in there work
255,6/18/25 12:25:33,6/18/25 12:39:20,anonymous,,,Year 8,ChatGPT;,Rarely,"Sciences (Biology, Chemistry, Physics);", Getting help understanding difficult concepts;,"Use AI only to understand concepts, not create content",Very negative - prefer not to use them,"Unsure what ""effective and ethical"" means in this context",I'm not sure if I'm supposed to,Not aware at all - they don't know I use AI,Neutral - neither positive nor negative,Clear guidelines on when AI use is acceptable;Subject-specific guidance on appropriate AI use;,"No, never",Friends or classmates,Personal devices at school,I'm not sure if they know,Concerned about accuracy of AI responses;Prefer to do work without AI assistance;,Maybe just give clear guidelines
256,6/18/25 12:34:37,6/18/25 12:39:30,anonymous,,,Year 8,Language translation tools (e.g. Google Translate);ChatGPT;,Monthly,Design Technology;Modern Foreign Languages;,Translating text between languages;,"Use AI only to understand concepts, not create content",Very negative - prefer not to use them,Somewhat confident,Never,It varies significantly between teachers,Somewhat negative ,Training on how to use AI tools effectively;,"Yes, but only once or twice",Family members,Personal devices at home,"Yes, they know but don't have strong opinions",Worried it might be considered cheating;Privacy concerns about my data;Prefer to do work without AI assistance;,NO
257,6/18/25 12:35:25,6/18/25 12:39:30,anonymous,,,Year 8,Language translation tools (e.g. Google Translate);,Rarely,Modern Foreign Languages;,Translating text between languages;Checking my work for errors;,Use AI to check or improve work I've already created,Unsure/haven't thought about it much,Not confident at all,Always,Very aware - they know exactly how and when I use AI,Very negative ,Clear guidelines on when AI use is acceptable;Nothing - I'm comfortable with my current AI use;,I haven't really thought about this,Friends or classmates,I don't currently use AI tools,Not applicable - I don't use AI tools,Worried it might be considered cheating;Prefer to do work without AI assistance;,No.
258,6/18/25 12:28:48,6/18/25 12:39:31,anonymous,,,Year 8,Language translation tools (e.g. Google Translate);I use AI platforms like chat gpt to explain work that i dont understand to me - but not do it all for me;,Weekly,"Mathematics;Sciences (Biology, Chemistry, Physics); English/Literature;Humanities;Modern Foreign Languages;", Getting help understanding difficult concepts;Checking my work for errors;Helping with research and finding information;Solving math problems step-by-step;Translating text between languages;Creating first drafts of assignments;Improving my writing style and grammar;,"Use AI only to understand concepts, not create content",Very positive - they're extremely helpful, Very confident,I'm not sure if I'm supposed to,It varies significantly between teachers, Very positive ,Clear guidelines on when AI use is acceptable;Training on how to use AI tools effectively;Subject-specific guidance on appropriate AI use;Using ai to explain things you are unsure of;,"No, never",Found them myself through online research,Personal devices at home,"Yes, they know and are supportive",Don't have reliable access to AI tools;School policies are unclear;Even though i use AI only to explain things and 'mark' my current work - school has blocked sights which would help me do this.;,Letting us use AI but only for marking and explaining and for example in English - methods on how to get better e.g. in creative writing.
259,6/18/25 12:29:33,6/18/25 12:39:43,anonymous,,,Year 8,Language translation tools (e.g. Google Translate);,Rarely,Modern Foreign Languages;,Translating text between languages;,"Use AI only to understand concepts, not create content",Very negative - prefer not to use them,"Unsure what ""effective and ethical"" means in this context",Usually,It varies significantly between teachers,Somewhat negative ,Clear guidelines on when AI use is acceptable;Discussion sessions about AI ethics;Subject-specific guidance on appropriate AI use;Learning about AI limitations and potential biases;Understanding how to cite/acknowledge AI use properly;,I haven't really thought about this,Friends or classmates,I don't currently use AI tools,Not applicable - I don't use AI tools,Prefer to do work without AI assistance;Concerned about accuracy of AI responses;,no
260,6/18/25 12:28:48,6/18/25 12:40:53,anonymous,,,Year 8,Language translation tools (e.g. Google Translate);ChatGPT;,Rarely,Modern Foreign Languages;chat gpt helps me understand latin grammer concepts and how to apply them for example when revising.;, Getting help understanding difficult concepts;Helping with research and finding information;Checking my work for errors;,"Use AI only to understand concepts, not create content",Neutral - neither positive nor negative, Very confident,I'm not sure if I'm supposed to,It varies significantly between teachers,Somewhat positive ,Understanding how to cite/acknowledge AI use properly;Training on how to use AI tools effectively;showing us how to get it to correctly explain different topics that i dont understand from subjects in school.;,"No, never",Found them myself through online research,Personal devices at home,"Yes, they know and are supportive",Concerned about accuracy of AI responses;Privacy concerns about my data;,"I think it would be beneficial to show students how to use them to benefit us. for example, i used it to help understand topics that i didn't get when revising and fun ways to remember different topics and vocab, instead of not allowing and completely banning them altogether."
261,6/18/25 12:29:31,6/18/25 12:40:58,anonymous,,,Year 8,ChatGPT;Microsoft Copilot;,Rarely,"Mathematics;Sciences (Biology, Chemistry, Physics);", Getting help understanding difficult concepts;Solving math problems step-by-step;,"Use AI only to understand concepts, not create content",Neutral - neither positive nor negative,Somewhat confident,I'm not sure if I'm supposed to,Very aware - they know exactly how and when I use AI,Neutral - neither positive nor negative,Training on how to use AI tools effectively;Clear guidelines on when AI use is acceptable;,"Yes, but only once or twice",Family members,Personal devices at home,"Yes, they know but have concerns",Worried it might be considered cheating;Concerned about accuracy of AI responses;Don't know how to use them effectively;School policies are unclear;,"I would like an understanding about what the best way to use AI and what the schools view is on it. I would also like to know when it is appropriate to use it, and when it isn't. "
262,6/18/25 12:37:16,6/18/25 12:41:17,anonymous,,,Year 8,ChatGPT;,Monthly,"Humanities;Sciences (Biology, Chemistry, Physics);", Getting help understanding difficult concepts;Helping with research and finding information;,"Use AI only to understand concepts, not create content",Somewhat positive - useful but with limitations,Somewhat confident,I'm not sure if I'm supposed to,Not aware at all - they don't know I use AI,Somewhat negative ,Training on how to use AI tools effectively;Nothing - I'm comfortable with my current AI use;,I haven't really thought about this,Friends or classmates,Personal devices at home,I'm not sure if they know,Worried it might be considered cheating;School policies are unclear;Prefer to do work without AI assistance;Cost of premium AI services;Privacy concerns about my data;,Learn how to give useful prompts that are the most helpful
263,6/18/25 12:26:09,6/18/25 12:42:02,anonymous,,,Year 8,Chat gpt outside of school for things irrelevant to school/homework;,Rarely,Not for school work - only to create practice questions ;, Getting help understanding difficult concepts;Creating practice question from topic lists ;,"Use AI only to understand concepts, not create content",Somewhat negative - concerned about over-reliance,"Unsure what ""effective and ethical"" means in this context",Never,Very aware - they know exactly how and when I use AI,Very negative ,Training on how to use AI tools effectively;Subject-specific guidance on appropriate AI use;Understanding how to cite/acknowledge AI use properly;,"Yes, occasionally",Friends or classmates,I don't currently use AI tools,Not applicable - I don't use AI tools,Concerned about accuracy of AI responses;Worried it might be considered cheating;Privacy concerns about my data;,No 
